STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_HORIZ,Time horizon,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,11506938,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,11552615,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,11640788,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,122368490,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,123587407,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,124777172,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,125995825,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,127215666,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,43477012,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,43900313,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,44288894,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,44654882,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,44973465,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,1396130000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,1404050000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,1412350000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,1419010000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,1423520000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,1328020000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,1343940000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,1359660000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,1374660000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IND,India,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,1389030000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,261799249,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,264627418,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,267346658,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,269951846,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,272489381,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,W,World,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,7470490000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,W,World,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,7558550000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,W,World,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,7645620000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,W,World,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,7729900000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,W,World,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,7811290000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,4733400000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,4771540000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,4807600000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,4840220000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,4870530000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,1331490000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,1339860000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,1347490000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,1355340000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,1363440000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,29816382,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,30954198,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,30977355,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,30196281,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,30063799,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,55710675,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,56543365,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,57366323,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,58233213,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,59131136,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,443950469,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,444878536,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,445521630,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,446298731,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EU27,European Union (27 countries),POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,447242570,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HRV,Croatia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,4151725,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HRV,Croatia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,4106867,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HRV,Croatia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,4041407,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HRV,Croatia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,3988775,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HRV,Croatia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,3949390,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,35704498,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,36110803,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,36545075,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,37072620,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,37618495,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,8618709,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,8737663,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,8790624,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,8833192,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,8872344,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BGR,Bulgaria,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,7177993,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BGR,Bulgaria,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,7127825,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BGR,Bulgaria,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,7075944,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BGR,Bulgaria,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,7025038,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BGR,Bulgaria,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,6975758,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,9759760,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,329272,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,46427100,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GBR,United Kingdom,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,65607141,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MLT,Malta,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,454504,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,147381167,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,9797756,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,324530,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,10381838,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,46384379,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GBR,United Kingdom,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,65088058,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MLT,Malta,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,444223,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,146963159,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,24963258,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,9706961,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,345821,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,4884896,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,46715383,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GBR,United Kingdom,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,66288927,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MLT,Malta,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,483901,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,147818888,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,24592588,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,9726755,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,337346,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,4810895,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,46510461,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GBR,United Kingdom,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,65965992,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MLT,Malta,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,467110,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,RUS,Russia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,147688545,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,25334826,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,9694826,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,351754,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,4958471,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NZL,New Zealand,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,4970300,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,10354446,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,47087778,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GBR,United Kingdom,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,66630707,,A,Normal value,0,Units,0,Zero
